license_state,license_status,license_number,licensee_name_business,establishment_address_full
Georgia,Active,67480,760 WESTSIDE CULTURAL ARTS CENTER LLC,760 10TH ST NW ATLANTA GA 30318-5520
Georgia,Inactive,55586,790 THE ZONE FOUNDATION,188 14TH ST NW ATLANTA GA 30309
Georgia,Active,66081,8 VINI,2140 W WINTON AVE HAYWARD CA 94545-1210
Georgia,Active,45233,MARATHON FOOD MART,2651 POWDER SPRINGS RD SW MARIETTA GA 30064-4560
Georgia,Active,9528,BRANDONS PACKAGE STORE,101 PETROL PT PEACHTREE CITY GA 30269-1537
Georgia,Active,40850,"80' CAFE, INC.",4562 US HIGHWAY 80 E ELLABELL GA 31308-5704
Georgia,Active,67752,850 FAHRENHEIT BAR PIZZA,12635 CRABAPPLE RD STE 310 MILTON GA 30004-5803
Georgia,Inactive,64844,850 FAHRENHEIT BAR PIZZA,1000 MARIETTA STREET ATLANTA GA 30318
Georgia,Active,50436,88 AREA DE COMIDA,2077 BEAVER RUIN RD STE 90-6 NORCROSS GA 30071-3691
Georgia,Inactive,19698,88 BEVERAGE MART,6035 OLD NATIONAL HWY COLLEGE PARK GA 30349-4325
Georgia,Inactive,27689,88 CAFE FIESTA,2077 BEAVER RUIN RD STE 90-3 NORCROSS GA 30071-3691
Georgia,Inactive,38684,88 RESTAURANT,10875 JONES BRG RD JOHNS CREEK GA 30022-4943
Georgia,Inactive,52688,8TH STREET TOBACCO,230 8TH ST AUGUSTA GA 30901-1308
Georgia,Active,55417,9 D'S,400 E CLAYTON ST STE B ATHENS GA 30601-2757
Georgia,Active,64236,90 PLUS CELLARS,14100 MOUNTAIN HOUSE RD HOPLAND CA 95449-9782
Georgia,Inactive,59233,909 MARKET,909 E BROAD ST STE 300 ATHENS GA 30601-4830
Georgia,Active,14758,LITTLE 5 POINTS,372 MORELAND AVE NE ATLANTA GA 30307-1927
Georgia,Active,59161,RACEWAY #6872,102 HASTINGS POINT DR COLUMBIA SC 29203-9100
Georgia,Inactive,22009,HWANG KUEM JUNG,3008 DEANS BRIDGE RD AUGUSTA GA 30906-2922
Georgia,Inactive,57287,99 CENTS N UP,1027 MAPLE ST STE C CARROLLTON GA 30117-3641
Georgia,Inactive,31407,99 RANCH MARKET,5150 BUFORD HWY NE DORAVILLE GA 30340-1105
Georgia,Active,20676,CHEVRON FOOD MART,2799 EVANS MILL RD LITHONIA GA 30058-7478
Georgia,Active,27232,CHEVRON FOOD MART,2140 FAIRBURN RD DOUGLASVILLE GA 30135-1073
Georgia,Inactive,54492,A TOUCH OF THE PAST,406 CARVER DR FORT VALLEY GA 31030-4471
Georgia,Active,5458,MOM AND POP CONVENIENCE STORE,2025 BROAD ST AUGUSTA GA 30904-3024
Georgia,Active,33480,CORNERSTONE CHEVRON,95 S JEFF DAVIS DR FAYETTEVILLE GA 30214-2100
Georgia,Inactive,16498,A & A LIQUOR STORE,1445 SCOTT BLVD DECATUR GA 30030-1425
Georgia,Inactive,23403,A & A PACKAGE SHOP,1951B US HIGHWAY 441 S DUBLIN GA 31021-1701
Georgia,Inactive,4875,A & A PACKAGE SHOP,1954 US HIGHWAY 441 S DUBLIN GA 31021-1758
Georgia,Active,48683,SUNRISE MARKET #9,1810 MACK SMITH RD ROSSVILLE GA 30741-3712
Georgia,Inactive,52775,ROYAL FOOD MART,3820 PLEASANTDALE RD STE B ATLANTA GA 30340-4254
Georgia,Inactive,53793,A & B ESTATE WINES LLC,6482 MIRABELL RD UNIT 11 FORESTVILLE CA 95436-9600
Georgia,Inactive,15825,A & D FOOD STORE # 2,5426 VETERANS PKWY COLUMBUS GA 31904-4426
Georgia,Inactive,4327,A & H PACKAGE STORE,268 PONCE DE LEON AVE NE ATLANTA GA 30308-1936
Georgia,Inactive,45175,A & J #3,1420 US HIGHWAY 19 S LEESBURG GA 31763-4834
Georgia,Inactive,46200,A & J MEAT MARKET,307 S 7TH ST CORDELE GA 31015-4219
Georgia,Inactive,51266,A & M BEVERAGES,2408 SHELLMAN BLUFF RD TOWNSEND GA 31331
Georgia,Active,70195,JOES FOOD MART,2002 US HWY 41 NO SUITE B CORDELE GA 31015
Georgia,Inactive,40033,A & N FOOD STORE,3119 CENTRAL AVE S TIFTON GA 31794-5438
Georgia,Active,22505,FAMILY FOOD MART,3702 BROWN BRG RD GAINESVILLE GA 30504-5431
Georgia,Active,42877,DASH FOOD MART,3900 NEWCASTLE ST BRUNSWICK GA 31520-2501
Georgia,Inactive,7607,A & P FOOD MART,17656 N HIGHLAND AVE ARLINGTON GA 39813-8540
Georgia,Active,26485,USA TWO PACKAGE STORE,1116 WEST AVE SW CONYERS GA 30012-5246
Georgia,Active,62888,A & S GROCERIES LLC,3173 HOUSTON AVE MACON GA 31206-2323
Georgia,Inactive,46030,A & T IMPORTING AND DISTR,482 W ARROW HIGWAY STE G SAN DIMAS CA 91773
Georgia,Inactive,36431,A & V LIQUOR STORE,1568 BANKHEAD HWY NW #A ATLANTA GA 30318
Georgia,Inactive,1702,A & W ONE STOP # 1,1105 N LIBERTY ST WAYNESBORO GA 30830-3401
Georgia,Active,64241,QUICKSHOP INC,1027 MERCHANTS DR DALLAS GA 30132-3006
Georgia,Active,26873,SUNRISE MINIT MARKET,420 N WASHINGTON ST LINCOLNTON GA 30817-5836
Georgia,Inactive,46287,A A SPORTS CAFE,6341 HIGHWAY 42 STE 9 REX GA 30273-1601
Georgia,Active,9636,A B BEVERAGE COMPANY INC,665 INDUSTRIAL PARK RD EVANS GA 30809-3683
Georgia,Active,70298,HERITAGE SANDY SPRINGS,6110 BLUE STONE RD NE SANDY SPRINGS GA 30328-3802
Georgia,Active,70299,BROTHERS UNITED FOR CULTURAL PRESERVATION SOCIAL C,2620 PARK CENTRAL BLVD DECAUTER GA 30035 DECATUR GA 30035
Georgia,Active,44884,H & H CONVENIENCE STORE,1405 CENTRAL AVE DEMOREST GA 30535-4554
Georgia,Inactive,56523,A B S ONESHOT LP,16552 AIR CENTER BLVD HOUSTON TX 77032-5103
Georgia,Inactive,57440,A BLUE ORANGE HOSPITALITY GROUP LLC,4770 N PEACHTREE DUNWOODY RD DUNWOODY GA 30338
Georgia,Inactive,41305,A C'S CLASSIC STEAKHOUSE,615 NEWTON RD CAMILLA GA 31730-6236
Georgia,Inactive,67363,A CAREING TOUCH FOUNDATION INC,2620 PARK CENTRAL BLVD DECATUR GA 30035-3906
Georgia,Inactive,38672,A D'S BP,6558 HIGHWAY 42 REX GA 30273-1725
Georgia,Inactive,38821,A DIVINE EVENT CATERING,1420 DUNWOODY VILLAGE PKWY ATLANTA GA 30338-4123
Georgia,Inactive,54052,A DONKEY AND GOAT,2323 B 4TH ST BERKELEY CA 94710
Georgia,Active,20106,A FOOD MART,121 CLEVELAND AVE ATLANTA GA 30315-8445
Georgia,Active,34947,A HARDY,1400 E TOUHY AVE STE 120 DES PLAINES IL 60018-3338
Georgia,Inactive,39630,A J FOOD MART,1409 N LEE ST VALDOSTA GA 31602-3318
Georgia,Active,26696,A J PACKAGE STORE,548-B NORTHSIDE DR SW ATLANTA GA 30318
Georgia,Inactive,36453,A J'S,879 PERKINS RD MILLEN GA 30442-6312
Georgia,Active,4378,NORTHWOOD GOLF & COUNTRY CLUB,3157 CLUB DR LAWRENCEVILLE GA 30044-2523
Georgia,Inactive,42056,A K PACKAGE,2895 NORTH DECATUR RD DECATUR GA 30033-5971
Georgia,Active,26976,RACEWAY 6704,2161 GORDON HWY AUGUSTA GA 30909-5400
Georgia,Active,43884,MAXI MART,2153 HIGHWAY 78 NW MONROE GA 30655-5231
Georgia,Inactive,69740,A LEGENDARY EVENT,1060 DELTA BLVD BLDG B-DEPT914 ATLANTA GA 30354-1989
Georgia,Inactive,5096,A LURE,309 W CONGRESS ST SAVANNAH GA 31401-2408
Georgia,Inactive,42734,A N B LOUNGE,13 WATTS LN FORT GAINES GA 39851-2204
Georgia,Inactive,59882,A NIGHT IN THE BLUE GALA,265 PEACHTREE ST NE HYATT REG ATLANTA GA 30303
Georgia,Inactive,48510,"A NOVEL DREAM, INC.",2936 BROADWAY MACON GA 31206-1211
Georgia,Inactive,57225,A R T STATION INC,5384 MANOR DR STONE MTN GA 30083-3067
Georgia,Active,35553,A R T STATION INC,5384 MANOR DR STONE MOUNTAIN GA 30083-3067
Georgia,Inactive,21973,A RESTAURANT AND BAR,6319 JIMMY CARTER BLVD NORCROSS GA 30071-2316
Georgia,Inactive,50324,A SHOP OF MY OWN,114 CHURCH ST VIDALIA GA 30474-4704
Georgia,Inactive,50108,A TASTE OF ATHENS,300 N THOMAS ST CLASSIC CENTER ATHENS GA 30601-2627
Georgia,Active,70012,A TASTE OF MONTEREY,38060 PARAISO SPRINGS RD SOLEDAD CA 93960-9517
Georgia,Active,57916,OCILLA LIQUOR STORE,101-B N ELM ST OCILLA GA 31774
Georgia,Inactive,50043,MCCORDS CONVENIENCE STORE,3180 US HIGHWAY 280 VIDALIA GA 30474-9678
Georgia,Active,15687,FOODMART CITGO,8779 DUNWOODY PL ATLANTA GA 30350-2976
Georgia,Active,63919,EAST CHURCH FOOD MART,1120 E CHURCH ST MONROE GA 30655-2426
Georgia,Inactive,22262,A TO Z QUICK STOP,200 S 3RD ST VIENNA GA 31092-1512
Georgia,Active,54573,A TO Z REX HILL FRANCIS,30835 N HIGHWAY 99W NEWBERG OR 97132-6966
Georgia,Inactive,46134,A TO Z WINEWORKS,18960 NE ARCHERY SUMMIT RD DAYTON OR 97114-7204
Georgia,Active,61645,"A TO Z WINEWORKS, LLC",30835 N HIGHWAY 99 W NEWBERG OR 97132
Georgia,Inactive,49624,A TOUCH OF CLASS,60 CHATTAHOOCHEE STRASSE UNIT 308 HELEN GA 30545-3502
Georgia,Inactive,53442,A V FOOD MART,1222 1ST AVE ROCHELLE GA 31079-2119
Georgia,Inactive,37935,A VIDA RESTAURANT,113 W BROUGHTON ST SAVANNAH GA 31401-3211
Georgia,Active,68133,A W DIRECT INC,105 ZINFANDEL LN SAINT HELENA CA 94574-1631
Georgia,Active,68378,A W DIRECT INC,105 ZINFANDEL LN SAINT HELENA CA 94574-1631
Georgia,Inactive,50590,A&B BARBECUE INC,188 HICKORY GROVE CHURCH RD NW MONROE GA 30656-3852
Georgia,Active,65613,A V PATEL INC,1112 HULL RD ATHENS GA 30601-3902
Georgia,Active,58568,THERAPY LOUNGE,3145 BRIARCLIFF RD NE STE F ATLANTA GA 30329-2690
Georgia,Inactive,43845,A&G FOOD CENTER,2896 BROWNS BRIDGE RD GAINESVILLE GA 30504-5601
Georgia,Inactive,31194,A&L QUIK SHOP,115 CANTON RD CUMMING GA 30040-2301
Georgia,Active,66408,A&M IMPORTS,1675 A SOUTH HIGHLAND AVE BALTIMORE MD 21224
Georgia,Inactive,53463,A&S INTERNATIONAL FOOD DELI INC,95 CRESTRIDGE DR STE 400 SUWANEE GA 30024-7247
Georgia,Inactive,55763,A'MERITAGE AT DOGWOOD,602 DOGWOOD TRL STE B TYRONE GA 30290-2800
Georgia,Inactive,3619,A'S CONVENIENCE STORE,1857C GORDON HWY AUGUSTA GA 30904-2611
Georgia,Active,54602,A'S SPORTSBAR,2510 PEACH ORCHARD RD STE G AUGUSTA GA 30906-2483
Georgia,Inactive,52522,A-1 CORNER STORE,804 ORANGE ST FORT VALLEY GA 31030-3601
Georgia,Inactive,28086,A-1 FOOD MART,135 LONGSHORE WAY FAYETTEVILLE GA 30215-2867
Georgia,Inactive,290,A-1 STOP,11601 4TH ST N APT 3105 SAINT PETERSBURG FL 33716-2747
Georgia,Inactive,45278,A-HYANG,3230 STEVE REYNOLDS BLVD STE 102 DULUTH GA 30096-8832
Georgia,Active,66115,A-K LLC,1005 12TH ST E TIFTON GA 31794-3703
Georgia,Active,45881,A. HARDY USA,1400 E TOUHY AVE STE 120 DES PLAINES IL 60018-3338
Georgia,Active,13576,QUICK STOP,461 COLUMBIA DR CARROLLTON GA 30117-8319
Georgia,Active,64030,VIP FOOD & LOTTO,200 E 10TH ST WEST POINT GA 31833-1634
Georgia,Inactive,32796,A.W. AND BITS INC.,6790 BELLS FERRY RD STE A WOODSTOCK GA 30189-1414
Georgia,Active,43519,BUSY FOOD MART,635 E MCCARTY ST SANDERSVILLE GA 31082-2051
Georgia,Inactive,60145,A1 FOOD MART,950 INDIAN TRAIL RD STE 1B LILBURN GA 30047
Georgia,Active,8836,DINGLEWOOD PARTY SHOP,1520 WYNNTON RD COLUMBUS GA 31906-2924
Georgia,Active,67034,SHELL FOOD MART,4900 PEACHTREE INDUSTRIAL BLVD STE A NORCROSS GA 30071-5713
Georgia,Active,23148,LISTON GROCERY,290 GA HIGHWAY 49 MACON GA 31211-7802
Georgia,Active,26940,MILLS CONVENIENCE STORE,3132 ELLINGTON AIRLINE RD DEARING GA 30808-3400
Georgia,Active,48245,HAHIRA LIQUORS,1012 GA HIGHWAY 122 W HAHIRA GA 31632-1048
Georgia,Active,62845,QUICK STOP FOOD MART,4962 JONESBORO RD FOREST PARK GA 30297-3535
Georgia,Inactive,41810,AA FOOD MART,2339 LAWRENCEVILLE HWY STE 101 LAWRENCEVILLE GA 30044-7393
Georgia,Inactive,30956,AA GROCERIES,2535 CENTER ST NW ATLANTA GA 30318-3801
Georgia,Active,3175,WOODBURY PACKAGE STORE,HWY 85 E & TULIP STREET WOODBURY GA 30293
Georgia,Inactive,35990,AARCHA LLC,545 DAWSONVILLE HWY GAINESVILLE GA 30501-2602
Georgia,Inactive,50665,"AARDVARK BEVERAGE, LLC",6180 ATLANTIC BLVD NORCROSS GA 30071-1309
Georgia,Inactive,1429,AARONS GROCERY,2885 US HIGHWAY 1 N LYONS GA 30436-3120
Georgia,Inactive,13332,AARSHI ENTERPRISE LLC,10122 BLUE RIDGE DR BLUE RIDGE GA 30513-4111
Georgia,Active,38347,LAMBERTH'S 41 GROCERY,506 GENERAL COURTNEY HODGES BLVD PERRY GA 31069-3208
Georgia,Active,20862,14TH ST AMOCO,608 14TH ST NW ATLANTA GA 30318-5406
Georgia,Active,61099,ABACELA VINEYARDS & WINERY,12500 LOOKINGGLASS RD ROSEBURG OR 97471-9067
Georgia,Inactive,43075,ABACELA VINEYARDS & WINERY,12500 LOOKINGGLASS RD ROSEBURG OR 97471-9067
Georgia,Inactive,55197,ABAEE NOODLE,2476 PLEASANT HILL RD STE 104 DULUTH GA 30096-4300
Georgia,Inactive,51374,ABAEE RESTAURANT,3042 OAKCLIFF RD DORAVILLE GA 30340-2639
Georgia,Inactive,45130,ABARBANEL WINE COMPANY LLC,247 MERRICK RD STE 101 LYNBROOK NY 11563-2641
Georgia,Active,55218,ABATTOIR,1170 HOWELL MILL RD NW ATLANTA GA 30318-5566
Georgia,Inactive,4278,ABBEY INC,163 PONCE DE LEON AVE NE ATLANTA GA 30308-1939
Georgia,Active,58939,ABBEY ROAD BAR & GRILL,2940 JOHNSON FERRY RD STE C MARIETTA GA 30062-8361
Georgia,Inactive,21334,ABBEY'S,703 WHEATON ST SAVANNAH GA 31401-5121
Georgia,Inactive,48595,ABBOTT RIDGE BP INC,1965 SIGMAN RD NW CONYERS GA 30012-3459
Georgia,Active,63229,ABBOTTS BAR,10900 MEDLOCK BRG RD STE 104 JOHNS CREEK GA 30097-1501
Georgia,Inactive,46935,ABBOTTS BAR & GRILL,10900 MEDLOCK BRIDGE RD STE 104 JOHNS CREEK GA 30097-1505
Georgia,Inactive,22918,ABBY'S CORNER CONVENIENCE,3928 COBB PKWY NW ACWORTH GA 30101-4275
Georgia,Inactive,20285,ABC BEVERAGE STORES,501 INDIAN TRAIL ROAD LILBURN GA 30247
Georgia,Inactive,927,ABC BOTTLES,700 S PATTERSON ST VALDOSTA GA 31601-6020
Georgia,Inactive,29822,RACE STAR,2980 JOHNSTONVILLE RD FORSYTH GA 31029-4823
Georgia,Inactive,24485,SEGAR'S SPORTS II,2956 GA HIGHWAY 68 N SANDERSVILLE GA 31082-6854
Georgia,Active,25339,HAPPY FOOD MART,1000 ATHENS ST GAINESVILLE GA 30501-6938
Georgia,Inactive,45698,RIVER POINT GOLF CLUB,801 RIVER POINTE DR ALBANY GA 31701-4765
Georgia,Active,26153,INN OF LAKE CITY INC,100 TABBYSTONE SAINT SIMONS IS GA 31522-5470
Georgia,Active,48821,GRIFFIN STORE,4787 GREENSBORO RD WASHINGTON GA 30673-4842
Georgia,Active,12328,MINI-FOOD STORE # 45,36 SPRING ST MACON GA 31201-1926
Georgia,Inactive,34032,HUD'S CLUBHOUSE ON 247,7275 HAWKINSVILLE RD MACON GA 31216-6907
Georgia,Inactive,42209,ABC FOOD STORE,873 N MAIN ST CORNELIA GA 30531-2304
Georgia,Active,66427,VISHWAS GROUP LLC,925 GEORGIA HIGHWAY 120 TALLAPOOSA GA 30176-3120
Georgia,Inactive,47415,ABC LIQUOR & TOBACCO OUTLET,330 CHEROKEE PL CARTERSVILLE GA 30121-2964
Georgia,Inactive,18580,ABC LIQUOR WAREHOUSE,2941 N DRUID HILLS RD NE # A ATLANTA GA 30329-3909
Georgia,Inactive,53212,TEXACO FOOD MART,5209 W FAYETTEVILLE RD COLLEGE PARK GA 30349-5580
Georgia,Active,63839,TEXACO FOOD MART,5209 W FAYETTEVILLE RD COLLEGE PARK GA 30349-5580
Georgia,Inactive,39610,ABC LIQUORS,328A W BROAD ST SPARTA GA 31087-1005
Georgia,Inactive,60121,ABC PACKAGE,315 S BOND ST PLAINS GA 31780-5543
Georgia,Active,56544,SUPER EXPRESS,6399 MAIN ST ARGYLE GA 31623-2015
Georgia,Inactive,33817,ABC PACKAGE,321 W LIBERTY AVE LYONS GA 30436-1435
Georgia,Active,59777,MARSHALLVILLE STOP & SHOP,100 MAIN ST E # B MARSHALLVILLE GA 31057-9748
Georgia,Active,42198,BP FOOD MART,3170 FRONTAGE RD GAINESVILLE GA 30504-8209
Georgia,Inactive,12783,ABC PACKAGE STORE,1549 HWY 138 CONYERS GA 30208
Georgia,Inactive,17923,ABC PACKAGE STORE,2303 W BROAD ST # B ATHENS GA 30606-3451
Georgia,Inactive,59151,ABC PACKAGE STORE,280 COBB PKWY S STE B MARIETTA GA 30060-6509
Georgia,Inactive,20377,ABC PARTY SUPPLY #2,609 INDUSTRIAL BLVD GAINESVILLE GA 30501-6740
Georgia,Active,35426,UNCLE JEDS,23617 HIGHWAY 193 LA FAYETTE GA 30728-4240
Georgia,Active,15818,THE TREEHOUSE,PO BOX 1162 VIDALIA GA 30475-1162
Georgia,Inactive,42853,THE TREEHOUSE,PO BOX 1162 VIDALIA GA 30475-1162
Georgia,Active,7322,ABE'S ON LINCOLN,17 LINCOLN ST SAVANNAH GA 31401-2836
Georgia,Active,61247,ABEJA LLC,2014 MILL CREEK RD WALLA WALLA WA 99362-8424
Georgia,Active,61653,"ABERNATHY HOFFMAN, LLC",1285 DEALY LN NAPA CA 94559-9706
Georgia,Inactive,51545,ABERNATHY-HOFFMAN LLC,1285 DEALY LN NAPA CA 94559-9706
Georgia,Active,59950,ABERRANT CELLARS LLC,19550 SW CIPOLE RD TUALATIN OR 97062-6943
Georgia,Active,48080,ABHIRUCHI INDIAN CUISINE,5530 WINDWARD PKWY STE 440 ALPHARETTA GA 30004-8968
Georgia,Active,63301,ABI'S COOL SPOT & BAR,495 PAT MELL RD SW MARIETTA GA 30060-4102
Georgia,Inactive,58416,ABIGAIL ADAMS WINE CO,6600 YOUNT ST APT 32 YOUNTVILLE CA 94599-1369
Georgia,Inactive,63093,ABIGAIL CLARK,WARREN SQUARE SAVANNAH GA 31401
Georgia,Inactive,52143,ABIGAIL'S ON MAIN,203 MAIN ST THOMSON GA 30824-2616
Georgia,Active,33483,ABITA BREWING CO INC,21084 HIGHWAY 36 COVINGTON LA 70433-9200
Georgia,Inactive,21838,ABJIBAPA FOOD MART LLC,106 US HIGHWAY 82 NW POULAN GA 31781-3904
Georgia,Active,51166,ABLY ASIAN CUISINE,744 NOAH DR STE 101 JASPER GA 30143-8700
Georgia,Inactive,57311,ABRAHAM BALDWIN AGRICULTURE CO,GEORGIA MUSEUM OF AGRICULTURE TIFTON GA 31793
Georgia,Active,61257,"ABREU VINEYARDS, INC.",PO BOX 1842 WINDSOR CA 95492-1842
Georgia,Inactive,43848,ABSOLUT SPIRITS COMPANY INC,1370 AVENUE OF THE AMERICAS NEW YORK NY 10019-4602
Georgia,Inactive,52245,ABSTRACT BURGER COMPANY INC,500 GREAT OAKS DR STE 14 MONROE GA 30655-8228
Georgia,Inactive,43359,ABUNDANCE VINEYARDS,1150 W TURNER RD LODI CA 95242-9548
Georgia,Active,51809,ABYSSINTA CAFE AND GROCERY,926 MONTREAL RD STE 3A CLARKSTON GA 30021-1368
Georgia,Active,70095,AC VIN CO,1119 STATE LN YOUNTVILLE CA 94599-9407
Georgia,Active,61459,ACACIA VINEYARDS,2750 LAS AMIGAS RD NAPA CA 94559-9715
Georgia,Active,49952,ACADEMY OF MEDICINE,875 W PEACHTREE ST NW ATLANTA GA 30309-3823
Georgia,Inactive,70114,ACADEMY OF MEDICINE,4371 POWERS FERRY RD NW CHASTAIN HORSE PARK ATLANTA GA 30327-3420
Georgia,Inactive,66052,ACADEMY OF MEDICINE,800 WEST PEACHTREE STREET SCHELLER COLLEGE OF BUSINESS BLDG LOBBY ATLANTA GA 30308
Georgia,Active,44570,ACAPULCO GRILL,3045 HARTLEY BRIDGE RD MACON GA 31216-5700
Georgia,Active,36657,ACAPULCO MEXICAN RESTAURANT,379 3RD ST MACON GA 31201-3360
Georgia,Inactive,26803,ACAPULCO'S,5728 BUFORD HWY NE DORAVILLE GA 30340-1207
Georgia,Active,35554,ACAPULCOS,4095 PLEASANTDALE RD DORAVILLE GA 30340-3545
Georgia,Inactive,58307,ACAPULCOS MEXICAN GRILL,1260 MARS HILL RD STE 101 WATKINSVILLE GA 30677-4943
Georgia,Inactive,58162,ACAPULQUITO RESTAURANT,1936 VETERANS MEMORIAL HWY SW AUSTELL GA 30168-3622
Georgia,Inactive,65269,ACCBA,643 MARTIN LUTHER KING JR DR NW ATLANTA GA 30314-4140
Georgia,Inactive,57129,ACCELERATED CURE PROJECT FOR MS,111 PERIMETER CTR W ATLANTA GA 30346-1206
Georgia,Inactive,45927,ACCENT WORLD EXXON INC,1340 E MAIN ST CARTERSVILLE GA 30121-3302
Georgia,Inactive,51897,ACCOLADE BRANDS,12522 SARAH ST SUITE 101 STUDIO CITY CA 91604-1112
Georgia,Inactive,69798,ACCOLADE WINES NORTH AMERICA INC,22281 CHIANTI ROAD GEYSERVILLE CA 95441
Georgia,Active,63066,ACCOLADE WINES NORTH AMERICA INC,22281 CHIANTI ROAD GEYSERVILLE CA 95441
Georgia,Active,60197,ACCOLADE WINES NORTH AMERICA INC,3356 BRITTANY CIR NAPA CA 94558-4265
Georgia,Inactive,63853,ACE BEER GROWLERS,7895 SENOIA RD STE D FAIRBURN GA 30213
Georgia,Active,67826,ACE BEER GROWLERS-NEWNAN,22 W COURT SQ STE B NEWNAN GA 30263-2067
Georgia,Inactive,15855,ACE CLUB,418 E 7TH ST OCILLA GA 31774-1523
Georgia,Inactive,46532,BJ'S MEMBERSHIP CLUB,2435 E WEST CONNECTOR AUSTELL GA 30106-8196
Georgia,Inactive,47912,BJ'S MEMBERSHIP CLUB,6344 CASH CT NORCROSS GA 30071-1213
Georgia,Active,44335,BJ'S MEMBERSHIP CLUB #144,1725 MARKET PLACE BLVD CUMMING GA 30041-7928
Georgia,Inactive,39462,ACE OF HEARTS IMPORT LLC,8401 CORPORATE DR STE 240 LANDOVER MD 20785-2267
Georgia,Active,54751,ACE OF SPADES CLUB,606 N JOE WRIGHT DR CORDELE GA 31015-2476
Georgia,Active,67866,ACES LOUNGE,120 E JACKSON ST DUBLIN GA 31021-6114
Georgia,Inactive,67093,ACHA,836 REYNOLDS ST THE AUGUSTA CMNS BLDG HOUSE AUGUSTA GA 30909
Georgia,Inactive,61975,ACHA,3088 LUMPKIN PARK DRIVE BLDG HOUSE AUGUSTA GA 30906
Georgia,Active,41980,ACHASTA CLUBHOUSE,639 BIRCH RIVER DR DAHLONEGA GA 30533-6177
Georgia,Inactive,51779,ACHASTA CLUBHOUSE,639 BIRCH RIVER DR DAHLONEGA GA 30533-6177
Georgia,Inactive,61343,ACKERMAN FAMILY VINEYARDS,2101 KIRKLAND RD NAPA CA 94558-4045
Georgia,Inactive,51024,ACME WINE MARKETING INC,4983 SONOMA HWY STE J SANTA ROSA CA 95409-4278
Georgia,Active,61223,ACORN ALEGRIA WINERY,12040 OLD REDWOOD HWY HEALDSBURG CA 95448-9528
Georgia,Inactive,63161,ACOUSTIC CAFE,61 RBC DR RINGGOLD GA 30736-2783
Georgia,Inactive,46996,ACOUSTIC CAFE,61 RBC DR RINGGOLD GA 30736-2783
Georgia,Inactive,46434,ACREE PACKAGE STORE,4521 SYLVESTER RD SYLVESTER GA 31791-7801
Georgia,Active,62130,ACROSS THE STREET LLC,672 HIGHLAND AVE NE ATLANTA GA 30312-1436
Georgia,Inactive,56394,ACT 3 PRODUCTIONS INC,6285R ROSWELL RD NE SANDY SPRINGS GA 30328-3207
Georgia,Inactive,58731,ACT! ALBANY COMMUNITY TOGETHER INC,1900 LIBERTY EXPY SE ALBANY GA 31705-5912
Georgia,Inactive,55499,ACTION BILLIARDS,3272 PIO NONO AVE MACON GA 31206-3030
Georgia,Inactive,62566,ACTION BILLIARDS LLC,3317 HWY 82 W STE B TIFTON GA 31794
Georgia,Inactive,57282,"ACTION BILLIARDS, LLC",3317 US HIGHWAY 82 W STE B TIFTON GA 31793-6812
Georgia,Inactive,41258,ACTIVITIES COUNCIL OF THOMSON INC,965 STAGECOACH RD NW THOMSON GA 30824
Georgia,Inactive,54619,ACVB FOUNDATION,ALPHARETTA MARRIOTT & GOLF CLU ALPHARETTA GA 30305
Georgia,Inactive,66343,ACWORTH CORNER STORE,4138 S MAIN STREET ACWORTH GA 30101
Georgia,Inactive,48243,ACWORTH CORNER STORE,4138 S MAIN ST ACWORTH GA 30101-5601
Georgia,Active,29981,ACWORTH FISH CAMP,5989 GROOVERS LANDING RD SE ACWORTH GA 30102-2927
Georgia,Inactive,23949,PRIYA FOOD & BEVERAGE,730 JOE FRANK HARRIS PKWY SE CARTERSVILLE GA 30120-2468
Georgia,Inactive,45538,ADAIRSVILLE INN,100 S MAIN ST ADAIRSVILLE GA 30103-2904
Georgia,Active,24092,ADAMBA IMPORTS INTERNATIONAL,585 MESEROLE ST BROOKLYN NY 11237-1119
Georgia,Active,55407,ADAMS,15 E MAIN ST BUFORD GA 30518-5729
Georgia,Inactive,28854,ADAMS CLOVER FARM,9628 WILDCAT BRIDGE RD DANIELSVILLE GA 30633-5447
Georgia,Inactive,46715,ADAMS COUNTRY STORE,10459 E BAKER HWY NICHOLLS GA 31554-6247
Georgia,Inactive,45618,ADAMS LITTLE ITALY,415 HIGHWAY 53 E DAWSONVILLE GA 30534-4017
Georgia,Inactive,7096,ADAMS LOUNGE,2732 OLD GRAY HWY MACON GA 31211-6604
Georgia,Active,61286,ADAMS WINERY LLC,9711 W DRY CREEK RD HEALDSBURG CA 95448-8113
Georgia,Inactive,69280,ADAMS WINERY LLC,9711 W DRY CREEK RD HEALDSBURG CA 95448-8113
Georgia,Active,61429,"ADAMVS, LLC",555 COLLEGE AVE ANGWIN CA 94508-9728
Georgia,Active,65532,"ADAMVS, LLC",555 COLLEGE AVE ANGWIN CA 94508-9728
Georgia,Inactive,69414,ADAPTIVE LEARNING CENTER FOR,916 JOSEPH LOWERY BV NW SPC 1 ATLANTA GA 30318
Georgia,Inactive,52472,ADDAMO VINEYARDS,2115 S.BLOSSER UNITS 120&121 SANTA MARIA CA 93458
Georgia,Active,53679,ADDIS LOUNGE,3665 CLAIRMONT RD STE A CHAMBLEE GA 30341-4947
